,ID,Name,Age,Nationality,Overall,Potential,Value,Preferred Foot,Body Type,Position,HeightCM,WeightKG,Grade
12288,268953,22 M. Alm,23,Norway,60,64,0.325,Right,Normal (185+),SUB,197,81,2
12289,252842,20 T. Salazar,19,Colombia,54,64,0.11,Right,Lean (170-),RES,170,60,1
12290,270279,D. Jaunegg,19,Austria,56,70,0.325,Right,Normal (185+),SUB,189,78,2
12291,259571,21 F. García,21,Mexico,58,68,0.45,Left,Normal (170-),RES,167,68,2
12292,266759,W. Mountfield,18,England,50,62,0.11,Right,Lean (170-185),RES,175,70,1
12293,253820,22 L. Landaeta,21,Venezuela,60,68,0.525,Right,Lean (170-),SUB,161,65,2
12294,271047,A. Monis,19,United States,57,69,0.4,Right,Normal (170-),SUB,168,60,2
12295,264065,A. Lopane,18,Australia,56,68,0.325,Right,Normal (170-),SUB,170,75,2
12296,270489,N. Al Meqhem,25,Saudi Arabia,56,57,0.17,Left,Lean (170-),SUB,170,60,2
12297,269727,M. Al Mosabbah,20,Saudi Arabia,52,64,0.18,Right,Stocky (170-),SUB,170,65,1
12298,269998,S. Ewange,21,Cameroon,57,64,0.325,Right,Normal (170-185),RES,172,70,2
12299,257078,21 S. Doucouré,18,France,61,75,0.775,Right,Lean (185+),RES,193,75,2
12300,258279,K. Sifama,19,South Africa,55,76,0.4,Right,Lean (170-185),SUB,171,65,2
12301,166853,22 D. Charles,33,England,59,59,0.11,Left,Normal (185+),RES,185,85,2
12302,261727,22 I. Tshipamba,20,France,55,65,0.275,Right,Lean (170-185),SUB,180,64,2
12303,255288,20 N. Craiu,20,Romania,57,74,0.23,Right,Lean (170-),RES,165,58,2
12304,256077,21 A. Peralta,20,Ecuador,53,63,0.2,Right,Normal (170-185),RES,177,70,1
12305,257102,22 H. Koda,17,Japan,55,70,0.3,Right,Lean (170-),RES,167,61,2
12306,252959,22 J. McPake,19,Scotland,60,72,0.575,Right,Normal (170-185),SUB,183,69,2
12307,270618,D. G'Beuly,21,France,55,65,0.275,Right,Lean (185+),SUB,185,67,2
12308,270119,G. Hodgins,17,Republic of Ireland,51,64,0.13,Right,Lean (170-185),SUB,176,68,1
12309,253147,T. Datković,28,Croatia,67,68,0.975,Left,Normal (170-185),SUB,184,78,3
12310,256200,22 A. Mejía,19,Ecuador,59,74,0.55,Left,Lean (170-185),SUB,178,70,2
12311,269184,J. Mwanga,19,France,63,76,1.1,Right,Lean (170-185),RCB,184,72,2
12312,270944,B. Nelson,18,England,58,78,0.525,Right,Normal (185+),SUB,187,74,2
12313,270022,F. Herbst,22,Germany,62,68,0.575,Right,Normal (185+),SUB,190,83,2
12314,260853,22 T. Sakurai,18,Japan,55,70,0.275,Left,Lean (170-185),SUB,178,68,2
12315,263628,22 F. Álvarez,17,United States,61,73,0.7,Left,Normal (185+),RES,186,81,2
12316,262215,22 C. Emeka,19,Nigeria,60,71,0.525,Right,Normal (185+),RES,189,82,2
12317,270848,S. Camara,19,Switzerland,53,70,0.24,Right,Lean (170-185),SUB,178,65,1
12318,264039,L. Dobbin,19,England,59,78,0.575,Right,Lean (170-185),SUB,175,71,2
12319,259916,G. Granath,25,Sweden,62,66,0.5,Right,Normal (185+),RCB,191,82,2
12320,270886,K. Dong,17,France,59,79,0.6,Right,Lean (170-185),SUB,178,68,2
12321,260436,S. van Ottele,20,Netherlands,62,73,0.825,Right,Normal (185+),SUB,185,80,2
12322,256451,21 C. Monges,23,Paraguay,61,68,0.675,Right,Normal (185+),SUB,188,83,2
12323,264827,22 F. Cavadias,19,Germany,60,69,0.5,Right,Lean (185+),RES,188,79,2
12324,264375,22 C. Torres,18,Chile,58,70,0.475,Right,Normal (170-185),SUB,178,77,2
12325,263281,22 J. Bongard,19,Germany,63,79,1.2,Right,Lean (185+),SUB,196,84,2
12326,260740,J. Porozo,21,Ecuador,68,77,2.5,Right,Normal (185+),RCB,192,84,3
12327,263129,22 R. MacLeman,16,Scotland,50,70,0.13,Right,Lean (170-185),SUB,175,70,1
12328,261388,E. Garnås,27,Norway,66,68,0.9,Right,Normal (185+),RCB,190,84,3
12329,257256,21 F. Brosowski,22,Germany,56,64,0.325,Left,Normal (170-185),RES,181,70,2
12330,259196,21 Alejandro Marcos,20,Spain,62,72,0.825,Right,Stocky (185+),RES,190,76,2
12331,252892,21 J. Starbuck,17,England,50,64,0.11,Right,Lean (170-185),RES,172,68,1
12332,254127,20 M. Supryn,20,Poland,53,63,0.09,Left,Normal (170-185),RES,176,72,1
12333,270574,E. Bouzaiene,24,Sweden,59,66,0.425,Right,Lean (170-185),SUB,180,74,2
12334,267691,E. Daškevičs,19,Latvia,55,70,0.3,Left,Lean (170-185),SUB,171,69,2
12335,258164,21 Jandro,20,Spain,60,72,0.6,Right,Lean (170-185),RES,179,68,2
12336,261911,L. Mariette,18,Wales,53,73,0.25,Right,Lean (170-185),RES,183,76,1
12337,269931,B. Radcliffe,18,England,51,65,0.14,Right,Normal (170-185),RES,184,68,1
12338,261904,S. Abdusalam,28,China PR,49,49,0.045,Right,Normal (170-185),RES,178,69,1
12339,258893,22 S. Čestić,20,Serbia,67,77,2.1,Right,Stocky (185+),RES,192,87,3
12340,256765,21 H. Gür,26,Turkey,60,62,0.3,Right,Normal (170-185),SUB,175,67,2
12341,259807,D. Agrón,21,Colombia,67,78,2.1,Left,Normal (170-185),LCB,182,74,3
12342,253521,22 M. Padilla,23,Bolivia,61,65,0.475,Right,Normal (170-185),SUB,176,70,2
12343,269132,22 G. Díaz Núñez,21,Argentina,59,67,0.475,Left,Lean (170-185),RES,172,66,2
12344,252939,20 S. Kalombo,24,Italy,51,57,0.05,Right,Normal (170-185),SUB,178,75,1
12345,254635,21 S. Möller,26,Sweden,58,61,0.25,Right,Normal (170-185),RES,181,76,2
12346,266736,B. Esselink,22,Netherlands,62,71,0.825,Right,Normal (185+),SUB,191,78,2
12347,257087,H. Biler,20,England,55,64,0.275,Right,Lean (170-185),SUB,176,65,2
12348,259919,22 O. Ekroth,29,Sweden,64,65,0.55,Right,Normal (185+),CB,187,80,2
12349,255155,M. El Ghezouani,24,Morocco,59,66,0.45,Right,Normal (185+),RES,185,80,2
12350,254664,21 P. Ramírez,27,Venezuela,64,64,0.625,Right,Normal (170-),CF,165,69,2
12351,263175,22 T. King,19,England,54,68,0.24,Right,Lean (170-185),RES,181,72,1
12352,259439,K. Fotheringham,19,Scotland,53,73,0.25,Right,Lean (170-),SUB,169,66,1
12353,261012,21 K. Hanratty,17,Scotland,53,75,0.3,Right,Normal (170-185),RES,180,64,1
12354,263625,22 W. Ackx,19,Belgium,58,69,0.45,Left,Normal (170-),RES,167,63,2
12355,268306,C. Congreve,18,Wales,55,71,0.325,Left,Normal (170-185),SUB,180,70,2
12356,270655,S. Vulikić,21,Croatia,65,72,1.3,Right,Normal (185+),SUB,196,82,3
12357,267417,22 F. Kastrati,18,England,51,63,0.14,Left,Normal (170-185),RES,180,73,1
12358,259312,21 O. Mbina,19,Gabon,58,71,0.475,Right,Normal (170-185),RES,178,75,2
12359,265991,22 J. Edwards,17,England,50,64,0.11,Right,Lean (170-),RES,170,65,1
12360,261453,O. Larraz,20,United States,52,66,0.19,Right,Lean (170-185),RES,178,63,1
12361,262016,D. Norris,19,Republic of Ireland,52,63,0.17,Left,Lean (170-185),SUB,177,65,1
12362,262851,J. Grey,19,England,56,69,0.35,Right,Lean (170-185),LW,176,73,2
12363,260375,22 S. Grach,20,Sweden,55,65,0.275,Right,Normal (185+),SUB,185,79,2
12364,268787,K. Olaigbe,19,Belgium,55,67,0.3,Right,Lean (170-185),SUB,178,71,2
12365,266285,22 F. Al Shahrani,20,Saudi Arabia,52,66,0.19,Right,Normal (170-185),RES,172,62,1
12366,254831,21 B. Limbombe,19,Belgium,61,75,0.775,Right,Stocky (170-185),SUB,172,73,2
12367,258509,22 F. Mwepu,21,Zambia,59,68,0.5,Right,Normal (170-185),RES,178,70,2
12368,260727,D. Olsson,23,Sweden,59,68,0.5,Left,Lean (170-185),RES,177,73,2
12369,269273,M. González,19,Uruguay,58,72,0.45,Right,Normal (170-185),SUB,183,77,2
12370,268610,I. Flores,19,Paraguay,59,71,0.5,Right,Normal (170-185),RES,182,82,2
12371,256981,21 D. Djokic,19,Switzerland,59,73,0.55,Left,Lean (185+),ST,186,72,2
12372,263748,A. Besio,18,Switzerland,57,78,0.525,Left,Lean (185+),SUB,185,80,2
12373,253765,A. Dunne,19,Republic of Ireland,53,63,0.19,Right,Normal (170-185),SUB,172,70,1
12374,269086,D. Lobban,16,Scotland,53,79,0.375,Right,Lean (170-185),RES,175,68,1
12375,253597,22 J. Rioja,33,Bolivia,63,63,0.23,Right,Normal (170-185),RCB,178,78,2
12376,264454,22 S. Henriksen,19,Norway,54,66,0.25,Right,Lean (170-185),SUB,180,70,1
12377,260645,A. Ademi,23,Albania,58,66,0.45,Right,Normal (170-185),RES,173,68,2
12378,260510,22 H. Araúz,20,Bolivia,60,70,0.525,Left,Lean (170-185),LCB,175,67,2
12379,263262,K. Szcześniak,21,Poland,60,69,0.525,Right,Normal (170-185),RES,181,74,2
12380,254477,21 A. Negrea,21,Romania,57,67,0.35,Left,Normal (170-185),RES,175,67,2
12381,259746,21 T. Centinaro,17,Italy,50,68,0.12,Right,Normal (170-),RES,170,70,1
12382,261244,K. Jelacic,19,New Zealand,54,66,0.25,Right,Normal (170-185),RES,177,70,1
12383,263321,22 L. Beckett,18,England,50,65,0.11,Right,Lean (170-185),RES,178,75,1
12384,258808,21 I. Dramé,18,Senegal,59,71,0.525,Left,Lean (170-),RES,167,61,2
12385,267451,22 S. Bustos,23,Argentina,62,69,0.75,Left,Normal (170-185),RES,175,78,2
12386,256394,21 H. Tadesse,22,Norway,53,63,0.2,Right,Lean (170-185),SUB,172,67,1
12387,270344,R. Dedič,28,Slovakia,62,62,0.4,Right,Normal (185+),SUB,193,87,2
12388,269299,S. da Silva,31,France,62,62,0.325,Right,Lean (185+),SUB,185,75,2
12389,255115,22 J. Rivas,18,Mexico,61,73,0.725,Right,Lean (170-185),SUB,171,68,2
12390,263325,J. Hinds,19,England,54,69,0.25,Right,Lean (170-185),RES,175,72,1
12391,260130,22 F. Duffy,17,Scotland,55,72,0.3,Left,Normal (170-185),RES,174,73,2
12392,264736,Loïc Williams,20,Spain,57,70,0.375,Right,Normal (185+),RES,186,74,2
12393,260378,22 J. Rodríguez,19,Mexico,64,74,1.2,Left,Normal (170-185),LB,179,62,2
12394,254675,21 D. Matheus,19,Venezuela,61,73,0.775,Left,Lean (170-),CF,166,62,2
12395,260335,22 G. Caro,33,Venezuela,61,61,0.17,Right,Normal (170-185),RB,180,78,2
12396,258412,J. Schmied,23,Switzerland,65,69,0.925,Right,Normal (185+),SUB,188,84,3
12397,257344,21 T. Owusu,17,Switzerland,51,75,0.18,Right,Normal (170-185),SUB,183,75,1
12398,268817,A. Bendle,17,England,54,72,0.25,Right,Normal (170-185),RES,177,77,1
12399,102001,13 R. Edwards,29,Wales,63,64,0.18,Right,Lean (185+),RES,185,75,2
12400,261062,Lee Han Beom,20,Korea Republic,62,76,0.9,Right,Normal (185+),RCB,190,84,2
12401,253390,22 D. Martínez,24,Honduras,59,66,0.45,Right,Lean (170-185),RES,183,63,2
12402,264177,22 D. Skare,17,Norway,50,69,0.12,Right,Lean (170-185),SUB,176,74,1
12403,261114,B. Kikanović,22,United States,59,68,0.5,Right,Normal (185+),SUB,185,79,2
12404,263707,M. Wasinski,18,Belgium,62,77,0.875,Right,Lean (185+),SUB,185,73,2
12405,254355,21 B. León,25,Peru,58,61,0.24,Right,Lean (170-185),SUB,180,75,2
12406,259693,S. Montero,24,Uruguay,60,65,0.35,Right,Normal (170-185),SUB,180,76,2
12407,259922,22 V. Dahlström,24,Sweden,60,64,0.35,Right,Normal (185+),ST,186,81,2
12408,266650,22 S. Öztürk,17,Netherlands,58,73,0.475,Left,Lean (170-185),RES,174,68,2
12409,270108,D. Knappe,19,Germany,56,68,0.35,Right,Normal (170-185),RES,180,70,2
12410,256681,22 W. Lancaster,18,England,54,70,0.25,Right,Normal (170-185),RES,183,70,1
12411,263919,M. Kukharevych,21,Ukraine,61,69,0.75,Right,Normal (185+),SUB,193,79,2
12412,263360,22 H. Gangstad,19,Norway,58,69,0.425,Left,Normal (170-185),RES,183,70,2
12413,264371,T. Fellows,19,England,59,75,0.575,Right,Lean (170-185),RES,181,73,2
12414,258818,21 E. Karakuş,19,Turkey,58,72,0.475,Right,Lean (170-185),RES,184,73,2
12415,269950,M. Holíček,17,Slovakia,54,68,0.25,Right,Lean (170-185),SUB,182,71,1
12416,116760,09 D. Coulibaly,30,Mali,65,67,0,Right,Normal (170-185),RES,175,72,3
12417,264360,E. Kischka,20,Germany,53,68,0.22,Right,Normal (170-185),RES,183,82,1
12418,269481,Liu Tao,37,China PR,59,59,0.04,Right,Normal (185+),LCB,185,78,2
12419,253598,21 W. Rioja,26,Bolivia,59,59,0.21,Left,Lean (170-185),LCB,180,74,2
12420,266352,22 N. Kawatani,17,Japan,51,61,0.12,Right,Normal (170-185),RES,178,69,1
12421,257439,R. Ofori,28,Ghana,74,77,3.9,Right,Normal (185+),GK,185,79,3
12422,264480,S. Canestrelli,21,Italy,63,72,1.0,Right,Normal (185+),SUB,192,85,2
12423,252906,H. Perritt,21,England,56,63,0.275,Right,Lean (185+),SUB,185,70,2
12424,256329,H. Al Shamrani,30,Saudi Arabia,60,60,0.2,Right,Lean (170-185),LCB,184,73,2
12425,256072,21 L. Peña,18,Venezuela,55,68,0.3,Right,Normal (170-),SUB,170,69,2
12426,256990,T. Moirangthem,19,India,53,63,0.19,Right,Normal (170-),SUB,170,69,1
12427,255482,21 A. Gómez,23,Paraguay,60,65,0.325,Right,Normal (170-185),RES,182,71,2
12428,269704,S. Laquidain,20,Argentina,60,73,0.575,Left,Lean (170-185),RES,184,75,2
12429,270593,D. Robinson,17,Northern Ireland,54,68,0.23,Right,Lean (170-185),SUB,174,66,1
12430,266676,22 M. Ylitolva,17,Finland,56,78,0.425,Right,Normal (170-185),RES,177,69,2
12431,255286,T. Břečka,28,Czech Republic,67,68,0.975,Left,Lean (185+),LCB,185,79,3
12432,267762,Lee Ji Han,19,Korea Republic,57,69,0.4,Left,Normal (170-185),SUB,180,70,2
12433,262900,M. Franke,20,Germany,58,70,0.5,Right,Normal (170-185),RES,175,68,2
12434,253113,21 W. Velásquez,23,Venezuela,64,73,1.2,Right,Lean (185+),RES,188,78,2
12435,260071,22 A. Tabares,20,Argentina,60,72,0.575,Left,Normal (170-185),RES,179,71,2
12436,239478,I. Marconi,32,Italy,66,66,0.55,Left,Normal (170-185),LCB,184,80,3
12437,261538,22 E. Rosales,22,Argentina,59,67,0.5,Left,Lean (170-185),RES,182,77,2
12438,256048,22 Y. Wakatsuki,19,Japan,57,71,0.4,Left,Lean (170-),RES,170,65,2
12439,270582,J. Ackroyd,19,England,52,65,0.19,Right,Lean (170-185),RES,172,75,1
12440,254769,21 V. Villalba,21,Paraguay,59,67,0.5,Right,Lean (170-),SUB,168,68,2
12441,261211,22 M. Fondop,27,Cameroon,58,58,0.22,Left,Stocky (185+),RES,190,86,2
12442,263580,22 F. Stumpe,19,Germany,56,71,0.35,Right,Normal (170-185),RES,176,65,2
12443,269797,V. Temel,19,Turkey,53,69,0.24,Left,Lean (170-),SUB,166,59,1
12444,155883,17 S. McManus,33,Scotland,66,66,0.275,Left,Normal (185+),SUB,188,79,3
12445,259142,21 O. Stewart,19,England,48,63,0.11,Right,Lean (170-185),RES,172,73,1
12446,257819,F. Ilie,30,Romania,62,62,0.325,Left,Normal (185+),RCB,188,83,2
12447,256425,20 K. McGrath,18,Scotland,58,74,0.275,Right,Normal (170-185),RES,177,71,2
12448,270210,S. Trémoulet,22,France,62,69,0.75,Left,Lean (185+),LCB,190,73,2
12449,239221,T. Magloire,23,England,62,67,0.55,Right,Stocky (185+),SUB,185,78,2
12450,266156,A. Leipold,20,Germany,59,70,0.5,Right,Lean (185+),RES,185,76,2
12451,266659,J. Taaje,24,Norway,62,70,0.825,Right,Normal (185+),RCB,192,85,2
12452,254361,21 I. Villalba,25,Paraguay,64,68,0.725,Right,Normal (170-185),RCB,182,85,2
12453,254593,21 L. Terán,27,Venezuela,61,63,0.35,Right,Lean (170-185),RB,179,75,2
12454,254703,21 N. Giménez,22,Paraguay,61,69,0.7,Left,Normal (170-185),SUB,174,72,2
12455,263058,A. Rabeeh,21,India,50,61,0.11,Right,Lean (170-),SUB,169,65,1
12456,259605,21 L. Valverde,20,Peru,61,71,0.675,Left,Normal (170-185),LWB,181,78,2
12457,256889,22 T. Vannoye,22,France,61,69,0.7,Right,Normal (170-185),SUB,183,78,2
12458,270386,22 H. Minamino,17,Japan,55,72,0.325,Left,Normal (170-185),RES,175,68,2
12459,246328,A. Aidonis,21,Germany,61,70,0.7,Right,Normal (185+),RES,185,85,2
12460,259763,V. Lund,19,Denmark,58,73,0.45,Left,Lean (185+),RES,193,82,2
12461,254753,R. Cabrera,27,Paraguay,62,62,0.375,Right,Normal (170-185),RCB,176,70,2
12462,264333,C. Pye,18,England,54,66,0.24,Left,Normal (170-),RES,170,70,1
12463,260241,J. Lang,19,Germany,61,73,0.725,Right,Normal (185+),RES,188,82,2
12464,255181,22 I. Kuribara,19,Japan,56,68,0.35,Right,Normal (185+),RES,191,88,2
12465,262940,22 A. Konstantopoulos,18,Greece,61,75,0.725,Right,Normal (185+),SUB,191,77,2
12466,256956,21 M. Majnovics,19,Hungary,58,68,0.425,Left,Normal (170-185),RES,179,71,2
12467,270004,J. Williams,19,England,50,59,0.1,Right,Normal (170-185),RES,176,69,1
12468,263894,A. Al Haizan,21,Saudi Arabia,54,63,0.24,Right,Normal (170-185),SUB,177,70,1
12469,266378,22 K. Yasuda,17,Japan,56,71,0.325,Right,Normal (170-185),RES,173,69,2
12470,258707,21 N. Solskjær,20,Norway,50,64,0.11,Left,Lean (185+),SUB,194,84,1
12471,255793,22 K. Palomino,22,Venezuela,61,70,0.725,Left,Normal (170-),SUB,167,65,2
12472,254755,21 O. Noguera,30,Paraguay,64,64,0.5,Right,Normal (170-185),CB,172,70,2
12473,268749,B. Aguilar,19,Argentina,62,76,0.875,Right,Normal (170-185),RES,179,76,2
12474,258082,21 I. Russo,19,Argentina,57,69,0.4,Right,Normal (170-185),RES,177,70,2
12475,256142,21 J. Villarruel,21,Ecuador,52,59,0.16,Right,Lean (170-),RES,170,64,1
12476,258094,21 K. Ødven,18,Norway,51,68,0.15,Right,Lean (170-),SUB,170,65,1
12477,268268,22 G. Pellegrino,17,Canada,53,68,0.21,Right,Lean (170-185),RES,180,70,1
12478,263019,22 T. Gür,24,Turkey,57,62,0.23,Right,Normal (170-185),RES,174,67,2
12479,253760,22 D. Power,20,Republic of Ireland,56,60,0.19,Right,Lean (170-185),RB,173,73,2
12480,261198,21 N. Hinds,22,United States,58,66,0.425,Left,Stocky (170-185),RES,172,61,2
12481,260488,22 Kang Tae Won,19,Korea Republic,53,70,0.24,Left,Lean (170-185),RES,175,68,1
12482,258023,22 V. Prijović,19,Serbia,55,67,0.275,Left,Normal (185+),SUB,185,74,2
12483,255726,21 A. Batioja,21,Ecuador,57,64,0.325,Right,Normal (170-185),RES,180,71,2
12484,259441,21 A. Dekono,19,France,58,67,0.425,Left,Lean (185+),RES,185,75,2
12485,258820,22 F. Ristanic,17,Austria,56,75,0.35,Right,Normal (170-185),SUB,181,72,2
12486,267935,22 O. Krzyżak,19,Poland,58,68,0.4,Right,Normal (185+),SUB,186,83,2
12487,264095,Hugo Sotelo,18,Spain,59,74,0.525,Right,Normal (170-185),RES,180,75,2
12488,262222,22 T. de Jonge,18,Netherlands,57,72,0.375,Right,Normal (170-185),SUB,173,66,2
12489,254307,O. Sivertsen,18,Norway,55,75,0.35,Right,Lean (170-185),SUB,177,72,2
12490,265425,M. Moormann,21,Austria,62,71,0.825,Left,Normal (185+),SUB,185,82,2
12491,263938,I. Ogundere,19,England,54,64,0.22,Right,Lean (170-185),SUB,177,69,1
12492,259158,21 M. Granville,16,England,48,62,0.11,Right,Normal (170-185),RES,178,70,1
12493,271192,V. Akinwale,17,England,56,76,0.4,Right,Normal (170-185),RES,181,60,2
12494,261282,22 S. Pearson,19,Wales,58,73,0.475,Right,Lean (170-),RES,168,65,2
12495,270490,M. Abo Abd,20,Saudi Arabia,55,64,0.275,Right,Normal (170-),RES,163,63,2
12496,255932,22 L. Lacroix,18,France,62,77,0.875,Right,Lean (185+),RES,186,72,2
12497,266454,I. Cissokho,19,Senegal,54,70,0.275,Right,Lean (170-185),SUB,178,68,1
12498,269837,M. Inainfe,19,Nigeria,62,73,0.8,Right,Normal (185+),LCB,193,80,2
12499,261470,22 R. Chacón,23,Venezuela,60,69,0.55,Left,Normal (170-185),SUB,183,84,2
12500,269199,L. Antonetti,19,Puerto Rico,60,71,0.525,Right,Lean (170-185),SUB,175,70,2
12501,264686,22 L. Hermansen,17,Norway,51,71,0.16,Right,Normal (170-185),RES,180,70,1
12502,269881,W. Wagner,20,Germany,58,69,0.45,Right,Normal (170-185),RES,182,81,2
12503,234185,22 J. Hector-Ingram,22,England,58,65,0.425,Right,Normal (170-185),SUB,180,75,2
12504,255041,22 A. Al Dheyabi,22,Saudi Arabia,52,61,0.17,Right,Normal (170-),RES,170,63,1
12505,253445,22 M. Ifill,17,England,54,72,0.275,Right,Lean (170-185),RES,176,66,1
12506,268080,22 C. Dogan,16,Turkey,59,82,0.7,Right,Normal (170-185),RES,177,72,2
12507,255732,21 S. Rodríguez,20,Uruguay,52,63,0.16,Right,Normal (170-185),SUB,178,72,1
12508,262703,A. Iacob,33,Romania,62,62,0.19,Right,Normal (185+),SUB,188,82,2
12509,237316,B. Cooper,22,Wales,63,74,1.0,Right,Normal (185+),RES,185,84,2
12510,268380,22 M. Polterkamp,25,Germany,60,63,0.3,Right,Normal (185+),SUB,186,78,2
12511,256979,21 B. Bajrami,20,Serbia,53,63,0.21,Right,Lean (170-185),RES,179,70,1
12512,265607,22 K. Hickinson,17,England,53,68,0.21,Right,Lean (170-185),RES,175,75,1
12513,257699,S. Morris,20,England,60,70,0.55,Right,Lean (170-185),RES,183,65,2
12514,263652,22 A. Husic,20,Switzerland,61,75,0.75,Left,Lean (185+),LCB,186,80,2
12515,270701,J. Davis,20,England,56,62,0.22,Right,Lean (170-185),SUB,178,73,2
12516,268330,22 A. Ojeda,17,Argentina,60,74,0.55,Right,Lean (170-),RES,149,56,2
12517,258516,22 W. Greenidge,19,England,54,67,0.24,Right,Lean (170-185),RES,182,70,1
12518,263245,T. Pieńko,18,Poland,58,74,0.525,Right,Lean (185+),SUB,185,76,2
12519,259561,22 A. Adhikari,20,India,50,63,0.11,Right,Lean (170-185),SUB,172,65,1
12520,255536,N. Geyrhofer,22,Austria,66,73,1.6,Right,Lean (185+),SUB,188,77,3
12521,205247,15 Y. Benedick,22,France,56,63,0.09,Right,Lean (170-185),RES,176,73,2
12522,260549,B. Caicedo,21,Ecuador,62,70,0.825,Right,Lean (170-185),SUB,180,72,2
12523,256995,L. Offermann,20,Belgium,56,69,0.35,Left,Normal (170-185),RES,184,69,2
12524,257238,22 C. Wiggett,18,England,58,76,0.475,Right,Normal (185+),RES,188,82,2
12525,258203,22 L. Flores,18,Bolivia,59,75,0.575,Right,Normal (170-),SUB,170,65,2
12526,256316,22 H. Appiah Tawiah,22,Japan,59,68,0.475,Left,Normal (185+),RCB,191,83,2
12527,261897,E. Khouri,19,England,53,67,0.22,Left,Lean (170-185),SUB,179,73,1
12528,254946,21 H. Quiñonez,27,Ecuador,59,60,0.24,Left,Normal (170-185),SUB,178,74,2
12529,263182,22 Z. Al Johani,19,Saudi Arabia,53,68,0.22,Left,Lean (170-185),SUB,180,71,1
12530,268445,22 R. Bennett,17,England,59,77,0.525,Right,Lean (185+),RES,187,74,2
12531,256605,22 J. Mulato,18,Colombia,59,71,0.525,Left,Normal (170-185),SUB,183,75,2
12532,262813,22 A. Florescu,18,Romania,56,69,0.325,Right,Normal (170-185),SUB,176,65,2
12533,262327,22 J. Batioja,18,Ecuador,58,76,0.5,Right,Lean (170-185),LCB,175,70,2
12534,261123,22 Kim Jun Ho,18,Korea Republic,49,61,0.11,Right,Normal (170-185),RES,182,70,1
12535,256904,21 J. Weigel,18,Germany,56,65,0.275,Right,Normal (185+),RES,185,80,2
12536,260108,Rochharzela,24,India,55,61,0.2,Right,Normal (170-185),LM,176,61,2
12537,258135,D. Gallardo,25,Argentina,59,62,0.3,Right,Lean (170-185),RES,182,77,2
12538,269093,Kim Jin Ho,22,Korea Republic,59,67,0.475,Right,Normal (170-185),RWB,178,74,2
12539,263974,Y. Al Hassan,21,Mali,54,69,0.275,Right,Normal (170-185),SUB,174,72,1
12540,270361,M. Eser,20,Turkey,62,73,0.825,Right,Normal (185+),SUB,186,77,2
12541,261956,22 Fang Hao,21,China PR,51,59,0.13,Right,Normal (170-185),RES,175,70,1
12542,241567,22 A. Aguirre,21,Argentina,63,73,1.0,Right,Normal (170-185),RES,184,77,2
12543,266728,22 D. Birligea,21,Romania,59,69,0.5,Right,Normal (170-185),RES,182,70,2
12544,264168,J. Oehmichen,18,Germany,55,73,0.325,Right,Lean (170-185),SUB,177,69,2
12545,267872,N. Allen,18,United States,56,75,0.35,Left,Lean (170-185),RES,175,72,2
12546,216396,19 R. González,23,Mexico,63,72,0.5,Right,Normal (170-185),SUB,184,75,2
12547,257116,C. Diabaté,20,England,60,74,0.55,Right,Normal (185+),SUB,192,78,2
12548,270787,A. Guðjohnsen,20,Iceland,59,72,0.55,Right,Normal (185+),SUB,188,78,2
12549,264283,B. Bekaroğlu,25,Turkey,63,69,0.675,Left,Normal (185+),RCB,185,78,2
12550,265183,22 S. Sinclair,18,England,54,70,0.25,Right,Lean (170-185),RES,175,65,1
12551,242182,Kim Hyun Woo,23,Korea Republic,54,65,0.22,Right,Normal (170-185),SUB,183,74,1
12552,266717,L. MacNaughton,27,Canada,63,65,0.5,Right,Normal (185+),SUB,188,83,2
12553,266660,22 Óscar Rivas,21,Spain,63,73,1.0,Right,Lean (185+),RCB,190,80,2
12554,263772,22 A. Garza,20,Mexico,58,70,0.5,Right,Lean (170-185),SUB,181,68,2
12555,222889,L. Acevedo,30,Argentina,68,68,1.0,Right,Normal (185+),SUB,197,97,3
12556,254754,21 F. Benítez,21,Paraguay,62,70,0.9,Left,Stocky (170-185),SUB,178,80,2
12557,257952,21 K. Kondracki,17,Poland,54,69,0.25,Right,Lean (170-185),RES,175,58,1
12558,253185,A. Al Mohaimmed,22,Saudi Arabia,56,64,0.3,Right,Normal (170-185),RES,181,74,2
12559,220956,R. Johnson,25,Northern Ireland,59,61,0.25,Left,Normal (185+),SUB,188,85,2
12560,193080,De Gea,31,Spain,87,87,42.0,Right,Unique,GK,192,76,5
12561,260451,H. Salvatierra,19,Bolivia,59,74,0.5,Right,Lean (170-),SUB,165,54,2
12562,262755,22 S. Ogbaidze,18,Georgia,58,68,0.425,Right,Normal (185+),RES,186,75,2
12563,268537,22 C. Cîmpean,18,Romania,52,67,0.18,Right,Lean (170-185),SUB,175,66,1
12564,260685,B. Báez,22,Argentina,59,69,0.5,Right,Normal (185+),RES,187,80,2
12565,254555,20 Chiqui,21,Spain,58,65,0.18,Right,Lean (170-185),RES,174,61,2
12566,253770,C. Sykes,19,England,50,67,0.12,Right,Lean (170-185),RES,178,70,1
12567,255416,D. González,20,Chile,66,75,1.8,Right,Lean (170-185),SUB,183,72,3
12568,258429,21 Edson Pires,23,Guinea Bissau,55,60,0.19,Right,Lean (170-),SUB,169,62,2
12569,258410,S. Singh,27,India,56,57,0.15,Right,Lean (170-185),SUB,175,73,2
